split,source_file,article_len,summary_len
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,268,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,1046,28
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,647,35
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,135,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,311,39
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,312,30
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,324,31
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,234,29
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,748,35
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,354,39
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,199,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,400,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,250,37
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,111,33
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,958,33
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,221,27
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,321,41
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,429,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,102,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,800,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,1117,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,188,27
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,323,25
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,344,30
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,338,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,749,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,307,29
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,591,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,165,31
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,553,33
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,132,31
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,191,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,572,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,125,24
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,244,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,296,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,285,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,897,25
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,394,31
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,213,38
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,121,28
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,284,27
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,212,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,305,37
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,349,35
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,166,33
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,256,27
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,329,30
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,761,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,423,31
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,254,33
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,213,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,308,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,299,31
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,156,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,677,31
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,272,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,246,35
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,242,28
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,688,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,375,28
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,434,29
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,710,33
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,103,27
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,351,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,274,35
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,497,33
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,542,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,515,33
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,690,37
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,928,29
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,1049,31
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,528,37
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,268,33
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,463,37
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,247,35
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,484,28
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,563,38
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,393,37
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,328,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,347,31
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,702,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,475,38
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,642,37
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,483,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,406,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,403,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,290,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,322,35
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,384,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,552,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,113,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,367,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,191,35
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,295,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,536,33
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,282,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,328,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,627,35
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,917,29
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,203,37
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,505,39
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,394,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,218,35
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,278,38
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,317,37
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,224,33
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,220,23
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,834,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,515,33
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,184,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,617,24
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,330,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,290,30
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,226,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,793,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,289,37
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,184,27
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,361,41
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,590,28
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,356,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,187,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,251,37
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,853,38
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,210,24
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,649,37
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,299,37
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,429,37
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,685,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,408,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,244,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,654,39
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,268,26
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,275,30
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,308,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,428,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,307,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,369,38
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,410,35
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,254,38
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,196,31
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,126,25
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,600,38
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,579,30
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,286,42
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,320,38
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,160,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,281,37
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,644,35
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,675,35
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,774,28
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,306,26
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,903,31
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,187,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,288,28
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,175,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,600,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,265,33
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,151,28
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,191,33
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,239,35
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,136,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,155,40
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,59,30
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,195,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,271,37
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,246,38
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,608,22
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,303,33
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,337,30
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,351,33
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,110,31
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,60,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,222,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,355,31
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,304,29
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,248,31
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,270,30
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,398,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,417,27
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,724,30
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,153,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,361,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,428,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,242,33
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,372,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,615,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,727,31
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,110,40
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,297,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,725,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,112,27
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,191,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,678,35
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,388,35
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,425,40
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,204,33
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,206,29
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,270,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,462,39
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,270,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,148,32
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,491,35
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,195,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,519,29
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,647,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,276,33
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,138,26
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,349,25
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,395,36
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,149,37
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,998,38
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,686,34
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,536,30
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,223,33
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,250,29
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,479,35
cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,cleaned_AraSum_AbsArSumCorpus_DW_article tab lead,405,33
